,wine,wine_id,appellation,color,wine_type,regions,country,vintage,is_primeurs,score,confidence_index,journalist_count,avgPrcpFebruary,avgTempFebruary,avgPrcpMarch,avgTempMarch,avgPrcpApril,avgTempApril,avgPrcpMay,avgTempMay,avgPrcpJune,avgTempJune,avgPrcpJuly,avgTempJuly,avgPrcpAugust,avgTempAugust,avgPrcpSeptember,avgTempSeptember,avgPrcpOctober,avgTempOctober
197,"Peter Michael Winery, Coeur A Coeur White Blend, White, Knights Valley",114822,Knights Valley,White,dry,California,Usa,2013,False,90.34,C,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
198,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,2013,False,91.81,C,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
199,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,2013,False,90.91,C+,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
200,"Duckhorn Vineyards, Chardonnay, White, Napa Valley",68059,Napa Valley,White,dry,California,Usa,2013,False,88.08,A+,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
201,"Mount Eden Vineyards, Chardonnay, White, Santa Cruz Mountains",107658,Santa Cruz Mountains,White,dry,California,Usa,2012,False,95.17,B,3,0.07493055555555556,52,0.42071428571428576,53,0.5,56,0.004675324675324676,59,0.013734939759036145,62,0.0008333333333333332,63,0.0,64,0.000731707317073171,62,0.02083333333333329,62
202,"Mount Eden Vineyards, Chardonnay, White, Santa Cruz Mountains",107658,Santa Cruz Mountains,White,dry,California,Usa,2010,False,91.61,B,4,0.2383333333333333,53,0.1103703703703702,53,0.2256569343065691,54,0.03848167539267016,57,0.0,62,0.0006451612903225806,61,0.0009677419354838713,62,0.0003333333333333333,65,0.1951704545454545,60
203,"Aubert Wines, Sugar Shack Estate Chardonnay, White, Napa Valley",6875,Napa Valley,White,dry,California,Usa,2013,False,95.89,B,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
204,"Aubert Wines, Larry Hyde & Sons Vineyard Chardonnay, White, Carneros",6880,Carneros,White,dry,California,Usa,2013,False,94.87,A+,3,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76
205,"Venge Vineyards, Maldonado Vineyard Dijon Clones Chardonnay, White, Napa Valley",138906,Napa Valley,White,dry,California,Usa,2013,False,91.31,C+,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
206,"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,Napa Valley,White,dry,California,Usa,2012,False,89.19,A,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
207,"Larkmead Vineyards, Lillie Sauvignon Blanc, White, Napa Valley",94122,Napa Valley,White,dry,California,Usa,2013,False,88.93,B,4,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
208,"Peter Michael Winery, Belle Cote Chardonnay, White, Sonoma County",114819,Sonoma County,White,dry,California,Usa,2002,False,95.07,A,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
209,"Paul Hobbs, Cuvee Agustina Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113415,Sonoma Mountain,White,dry,California,Usa,2012,False,93.28,A+,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
210,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,2012,False,92.57,A+,5,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
211,"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,2013,False,91.23,B,4,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76
212,"The Prisoner Wine Co., Blindfold White Blend, White, California",134198,California,White,dry,California,Usa,2013,False,89.05,B+,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
213,"Matanzas Creek, Helena Bench Sauvignon Blanc, White, Knights Valley",103399,Knights Valley,White,dry,California,Usa,2013,False,89.97,B,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
214,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,2004,False,94.56,A,3,0.18111111111111114,51,0.043225806451612905,58,0.014827586206896554,57,0.003,60,0.0003333333333333333,62,0.0019354838709677422,63,0.0,64,0.0006666666666666666,64,0.1870967741935484,59
215,"Smith Madrone, Riesling, White, Spring Mountain District",128413,Spring Mountain District,White,dry,California,Usa,2013,False,90.44,B,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
216,"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,2013,False,91.62,C,3,0.0022058823529411773,33,0.04114754098360658,42,0.02944444444444448,48,0.020579710144927533,54,0.022295081967213085,66,0.014254143646408843,78,0.02761363636363632,73,0.038039215686274615,65,0.0019417475728155343,48
217,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,2012,False,96.42,C+,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
218,"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,Carneros,White,dry,California,Usa,2012,False,93.07,B,4,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
219,"Martinelli, Road' Chardonnay, White, Russian River Valley",102662,Russian River Valley,White,dry,California,Usa,2012,False,92.85,B+,3,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
220,"Evening Land, White Label 'Seven Springs Vineyard - Summum' Chardonnay, White, Eola-Amity Hills",71176,Eola-Amity Hills,White,dry,Oregon,Usa,2012,False,93.44,C+,4,0.2529166666666665,42,0.7704545454545452,43,0.21777777777777774,51,0.2411688311688314,55,0.10915662650602398,59,0.005208333333333335,66,0.0,69,0.0038414634146341454,64,0.2626666666666656,54
221,"Evening Land, Gold Label Seven Springs Vineyard La Source Chardonnay, White, Eola-Amity Hills",71165,Eola-Amity Hills,White,dry,Oregon,Usa,2012,False,92.64,C+,4,0.2529166666666665,42,0.7704545454545452,43,0.21777777777777774,51,0.2411688311688314,55,0.10915662650602398,59,0.005208333333333335,66,0.0,69,0.0038414634146341454,64,0.2626666666666656,54
222,"Evening Land, Gold Label Seven Springs Vineyard Chardonnay, White, Eola-Amity Hills",71164,Eola-Amity Hills,White,dry,Oregon,Usa,2012,False,90.68,C+,4,0.2529166666666665,42,0.7704545454545452,43,0.21777777777777774,51,0.2411688311688314,55,0.10915662650602398,59,0.005208333333333335,66,0.0,69,0.0038414634146341454,64,0.2626666666666656,54
223,"Peter Michael Winery, Point Rouge Chardonnay, White, Sonoma County",114834,Sonoma County,White,dry,California,Usa,2005,False,96.18,A,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
224,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,2009,False,95.17,B+,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
225,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,2007,False,94.17,B,4,0.18285714285714288,49,0.011290322580645159,55,0.043,56,0.011290322580645159,60,0.0,64,0.0,67,0.0,67,0.0016666666666666668,64,0.06483870967741935,58
226,"Paul Hobbs, Ulises Valdez Vineyard Chardonnay, White, Russian River Valley",113430,Russian River Valley,White,dry,California,Usa,2009,False,94.1,B+,5,0.4253043478260867,58,0.11213114754098373,64,0.02339999999999999,69,0.08527777777777779,76,0.006923076923076922,79,0.0,85,0.0,85,0.009375,87,0.14795918367346944,73
227,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,2008,False,93.91,B+,4,0.1293670886075949,49,0.01153846153846154,52,0.006404494382022473,54,0.002637362637362637,60,0.0,64,0.0,66,0.0,68,0.0,65,0.019239130434782613,61
228,"Peter Michael Winery, Cuvee Indigene Chardonnay, White, Sonoma County",114823,Sonoma County,White,dry,California,Usa,2001,False,93.54,A+,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
229,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,2009,False,92.94,B,7,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
230,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,2009,False,92.7,B,7,0.4439999999999998,48,0.04934426229508194,52,0.05130000000000002,56,0.07499999999999997,60,0.0032967032967032967,62,0.0,64,0.0,66,0.009375,67,0.28377551020408165,60
231,"Kistler Vineyards, Hyde Vineyard Chardonnay, White, Carneros",91299,Carneros,White,dry,California,Usa,2009,False,92.44,C+,4,0.4253043478260867,58,0.11213114754098373,64,0.02339999999999999,69,0.08527777777777779,76,0.006923076923076922,79,0.0,85,0.0,85,0.009375,87,0.14795918367346944,73
232,"Morlet Family Vineyards, Coup De Coeur Chardonnay, White, Sonoma County",107393,Sonoma County,White,dry,California,Usa,2009,False,92.22,C,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
233,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,2010,False,92.11,B,6,0.15484848484848493,50,0.1002777777777778,51,0.19445255474452566,53,0.04602094240837691,56,0.0,65,0.0,63,0.0,64,0.0,66,0.21664772727272646,60
234,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,2001,False,91.73,C,4,0.1692857142857143,59,0.055806451612903235,69,0.029666666666666668,68,0.0,87,0.0016666666666666668,88,0.0,85,0.0,87,0.01206896551724138,84,0.024193548387096774,79
235,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,2011,False,90.99,B,5,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
236,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,2012,False,96.87,A+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
237,"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,2012,False,93.87,B,5,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
238,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,2012,False,93.6,B,3,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
239,"Paul Hobbs, Edward James Estate Chardonnay, White, Russian River Valley",113417,Russian River Valley,White,dry,California,Usa,2012,False,91.93,B,5,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
240,"Ridge Vineyards, Monte Bello Chardonnay, White, Santa Cruz Mountains",120785,Santa Cruz Mountains,White,dry,California,Usa,2011,False,90.74,C+,3,0.7591836734693879,49,0.6941558441558471,54,0.1438461538461538,56,0.24382352941176524,57,0.4191666666666668,60,0.002222222222222222,63,0.009032258064516132,62,0.012500000000000004,63,0.7341935483870972,62
241,"Grgich Hills Estate, 'Essence' Sauvignon Blanc, White, Napa Valley",80577,Napa Valley,White,dry,California,Usa,2013,False,86.99,C+,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
242,"Ferrari-Carano, Fume Blanc, White, Sonoma County",73121,Sonoma County,White,dry,California,Usa,2013,False,86.63,C+,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
243,"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,2013,False,86.46,B,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
244,"Stag'S Leap Wine Cellars, Aveta Sauvignon Blanc, White, Napa Valley",129780,Napa Valley,White,dry,California,Usa,2013,False,85.68,A,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
245,"Freemark Abbey, Chardonnay, White, Napa Valley",76832,Napa Valley,White,dry,California,Usa,2013,False,89.77,B+,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
246,"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,2013,False,85.91,A+,3,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76
247,"Domaine Serene, 'Evenstad Reserve' Chardonnay, White, Dundee Hills",65476,Dundee Hills,White,dry,Oregon,Usa,2010,False,90.48,B,4,0.3031818181818185,45,0.3487499999999998,47,0.30492700729927064,50,0.12188481675392653,53,0.14437499999999998,60,0.003225806451612904,67,0.0,67,0.0793333333333333,63,0.472159090909091,54
249,"Elyse Winery, L'Ingenue Naggiar Vineyard White Rhone Blend, White, Sierra Foothills",69634,Sierra Foothills,White,dry,California,Usa,2012,False,88.19,B,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
250,"Peter Michael Winery, La Carriere Chardonnay, White, Knights Valley",114826,Knights Valley,White,dry,California,Usa,2012,False,94.34,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
251,"Paul Hobbs, Ellen Lane Estate Vineyard Chardonnay, White, Russian River Valley",113418,Russian River Valley,White,dry,California,Usa,2012,False,92.37,B,6,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
252,"Paul Hobbs, Edward James Estate Chardonnay, White, Russian River Valley",113417,Russian River Valley,White,dry,California,Usa,2011,False,91.31,A,6,0.6183673469387762,60,0.5625974025974003,59,0.07999999999999992,66,0.2208823529411764,68,0.4099999999999995,76,0.0,82,0.0,81,0.0,84,0.351612903225806,75
253,"Chateau Montelena, Chardonnay, White, Napa Valley",39443,Napa Valley,White,dry,California,Usa,2010,False,91.28,A,3,0.15484848484848493,50,0.1002777777777778,51,0.19445255474452566,53,0.04602094240837691,56,0.0,65,0.0,63,0.0,64,0.0,66,0.21664772727272646,60
254,"Spottswoode, Sauvignon Blanc, White, Napa County",129358,Napa County,White,dry,California,Usa,2012,False,89.8,B+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
255,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,2012,False,89.59,C+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
256,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,2007,False,88.99,B+,3,0.18285714285714288,49,0.011290322580645159,55,0.043,56,0.011290322580645159,60,0.0,64,0.0,67,0.0,67,0.0016666666666666668,64,0.06483870967741935,58
257,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,2011,False,88.1,C+,4,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
258,"Cakebread Cellars, Chardonnay, White, Napa Valley",23280,Napa Valley,White,dry,California,Usa,2010,False,88.02,A+,3,0.15484848484848493,50,0.1002777777777778,51,0.19445255474452566,53,0.04602094240837691,56,0.0,65,0.0,63,0.0,64,0.0,66,0.21664772727272646,60
259,"Morlet Family Vineyards, La Proportion Doree, White, Sonoma County",107396,Sonoma County,White,dry,California,Usa,2012,False,92.34,C,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
260,"Chateau Montelena, Chardonnay, White, Napa Valley",39443,Napa Valley,White,dry,California,Usa,2012,False,91.21,B+,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
261,"Beringer Vineyards, Private Reserve Chardonnay, White, Napa Valley",11030,Napa Valley,White,dry,California,Usa,2012,False,90.7,B,6,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
262,"Crossbarn By Paul Hobbs, Chardonnay, White, Sonoma Coast",47377,Sonoma Coast,White,dry,California,Usa,2013,False,88.69,A+,4,0.02911764705882355,64,0.025901639344262248,67,0.05388888888888889,75,0.008695652173913042,77,0.029508196721311487,82,0.0,85,0.0,83,0.025294117647058814,82,0.0,76
263,"Joseph Phelps Vineyards, Freestone Pastorale Vineyard Chardonnay, White, Sonoma Coast",89571,Sonoma Coast,White,dry,California,Usa,2012,False,91.69,B,5,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
264,"Marimar Estate, Don Miguel Vineyard Albarino, White, Russian River Valley",101916,Russian River Valley,White,dry,California,Usa,2012,False,89.27,A,4,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
265,"Martinelli, Charles Ranch Chardonnay, White, Sonoma Coast",102647,Sonoma Coast,White,dry,California,Usa,2011,False,89.6,C+,4,0.6183673469387762,60,0.5625974025974003,59,0.07999999999999992,66,0.2208823529411764,68,0.4099999999999995,76,0.0,82,0.0,81,0.0,84,0.351612903225806,75
266,"Kistler Vineyards, Hudson Vineyard Chardonnay, White, Carneros",91298,Carneros,White,dry,California,Usa,2009,False,94.63,B+,4,0.4253043478260867,58,0.11213114754098373,64,0.02339999999999999,69,0.08527777777777779,76,0.006923076923076922,79,0.0,85,0.0,85,0.009375,87,0.14795918367346944,73
267,"Paul Hobbs, Richard Dinner Vineyard Chardonnay, White, Sonoma Mountain",113425,Sonoma Mountain,White,dry,California,Usa,2012,False,92.41,B+,5,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
268,"Paul Hobbs, Ross Station Estatechardonnay, White, Russian River Valley",113427,Russian River Valley,White,dry,California,Usa,2012,False,92.37,C+,3,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
269,"Joseph Phelps Vineyards, Freestone Chardonnay, White, Sonoma Coast",89569,Sonoma Coast,White,dry,California,Usa,2012,False,91.42,B,5,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
270,"Peter Michael Winery, Ma Belle-Fille Chardonnay, White, Knights Valley",114830,Knights Valley,White,dry,California,Usa,2012,False,96.63,B,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
271,"Peter Michael Winery, Mon Plaisir Chardonnay, White, Sonoma County",114832,Sonoma County,White,dry,California,Usa,2012,False,95.79,B+,4,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
272,"Aubert Wines, Sugar Shack Estate Chardonnay, White, Napa Valley",6875,Napa Valley,White,dry,California,Usa,2012,False,95.74,C+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
273,"Pahlmeyer, Napa Valley Chardonnay, White, Napa Valley",111897,Napa Valley,White,dry,California,Usa,2012,False,91.59,B,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
274,"Delille Cellars, Chaleur Estate Blanc, White, Columbia Valley",50042,Columbia Valley,White,dry,Washington,Usa,2012,False,91.07,B,4,0.05062500000000004,32,0.09935064935064923,41,0.06055555555555552,50,0.023376623376623364,56,0.09180722891566262,61,0.0176388888888889,74,0.0,76,0.0,65,0.053666666666666814,51
275,"Stag'S Leap Wine Cellars, Karia Chardonnay, White, Napa Valley",129796,Napa Valley,White,dry,California,Usa,2012,False,86.52,B,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
276,"Peter Michael Winery, L'Apres-Midi Sauvignon Blanc, White, Knights Valley",114824,Knights Valley,White,dry,California,Usa,2012,False,92.81,A,4,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
277,"Venge Vineyards, Maldonado Vineyard Dijon Clones Chardonnay, White, Napa Valley",138906,Napa Valley,White,dry,California,Usa,2012,False,91.02,B+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
278,"Clos Du Val, Chardonnay, White, Carneros",43834,Carneros,White,dry,California,Usa,2012,False,88.11,B+,3,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
279,"Flora Springs, Barrel Fermented Chardonnay, White, Napa Valley",74732,Napa Valley,White,dry,California,Usa,2012,False,88.1,A+,3,0.09562500000000003,50,0.5148701298701301,50,0.3961111111111117,56,0.0,61,0.002891566265060241,63,0.0,65,0.0,65,0.0,62,0.07133333333333326,63
280,"Apsara Cellars, 'Rivers Reach' Sauvignon Blanc, White, Napa Valley",5438,Napa Valley,White,dry,California,Usa,2013,False,87.68,A,3,0.020147058823529386,49,0.033934426229508166,54,0.06555555555555563,60,0.007536231884057966,62,0.03311475409836065,65,0.0,65,0.0,66,0.03941176470588239,66,0.0,59
281,"Ramey Wine Cellars, Hyde Vineyard Chardonnay, White, Carneros",118765,Carneros,White,dry,California,Usa,2009,False,93.35,C+,4,0.4253043478260867,58,0.11213114754098373,64,0.02339999999999999,69,0.08527777777777779,76,0.006923076923076922,79,0.0,85,0.0,85,0.009375,87,0.14795918367346944,73
282,"Grgich Hills Estate, Paris Tasting Commemorative Chardonnay, White, Napa Valley",80587,Napa Valley,White,dry,California,Usa,2011,False,91.38,B,3,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
283,"Marimar Estate, 'Acero' Don Miguel Vineyard Chardonnay, White, Russian River Valley",101910,Russian River Valley,White,dry,California,Usa,2012,False,88.33,B,3,0.08986111111111104,63,0.4068831168831163,60,0.2988888888888884,67,0.011688311688311692,75,0.004698795180722894,81,0.0,82,0.0,85,0.0,84,0.06733333333333306,75
284,"Shafer Vineyards, Red Shoulder Ranch Chardonnay, White, Carneros",126751,Carneros,White,dry,California,Usa,2010,False,92.1,B+,4,0.16090909090909086,60,0.09300925925925914,64,0.10587591240875924,64,0.07664921465968581,68,0.0,81,0.0,82,0.0,80,0.0,84,0.2454545454545453,73
285,"Shafer Vineyards, Red Shoulder Ranch Chardonnay, White, Carneros",126751,Carneros,White,dry,California,Usa,2011,False,91.45,B,5,0.6183673469387762,60,0.5625974025974003,59,0.07999999999999992,66,0.2208823529411764,68,0.4099999999999995,76,0.0,82,0.0,81,0.0,84,0.351612903225806,75
286,"Kongsgaard, The Judge Chardonnay, White, Napa Valley",91591,Napa Valley,White,dry,California,Usa,2011,False,95.42,A,4,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
287,"Kongsgaard, Chardonnay, White, Napa Valley",91585,Napa Valley,White,dry,California,Usa,2011,False,93.88,B+,4,0.5922448979591844,48,0.5345454545454522,50,0.08692307692307696,55,0.2649999999999984,57,0.4716666666666668,62,0.0,65,0.0,65,0.0,66,0.3266129032258058,62
288,"Pahlmeyer, Sonoma Coast Chardonnay, White, California",111902,California,White,dry,California,Usa,2012,False,93.81,A+,3,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
